country,points,price,province,region_1,taster_name,title,variety,winery
Italy,87,18,Piedmont,Barbera d'Asti,NA,Massimiliano Vivalda 2006 'l Clumbé  (Barbera d'Asti),Barbera,Massimiliano Vivalda
US,90,21,Washington,Columbia Valley (WA),Paul Gregutt,DaMa 2010 Chardonnay (Columbia Valley (WA)),Chardonnay,DaMa
US,94,70,California,Russian River Valley,Virginie Boone,Arista 2014 UV El Diablo Vineyard Chardonnay (Russian River Valley),Chardonnay,Arista
US,91,39,California,Santa Cruz Mountains,Matt Kettmann,Soquel Vineyards 2013 Partners' Reserve Pinot Noir (Santa Cruz Mountains),Pinot Noir,Soquel Vineyards
US,87,12,California,California,Jim Gordon,McManis 2015 Petit Verdot (California),Petit Verdot,McManis
US,88,25,Washington,Horse Heaven Hills,Sean P. Sullivan,Alexandria Nicole 2011 Jet Black Destiny Ridge Vineyard Syrah (Horse Heaven Hills),Syrah,Alexandria Nicole
US,91,48,California,Edna Valley,Matt Kettmann,Kynsi 2012 Stone Corral Vineyard Pinot Noir (Edna Valley),Pinot Noir,Kynsi
France,93,18,Beaujolais,Chénas,Roger Voss,Domaine de Côtes Rémont 2015  Chénas,Gamay,Domaine de Côtes Rémont
France,93,91,Burgundy,Chablis,Roger Voss,Chanson Père et Fils 2013 Les Preuses Grand Cru  (Chablis),Chardonnay,Chanson Père et Fils
US,88,20,California,Paso Robles,Matt Kettmann,Villa San Juliette 2015 Sauvignon Blanc (Paso Robles),Sauvignon Blanc,Villa San Juliette
US,87,27,Oregon,Willamette Valley,Paul Gregutt,Twill 2014 Chardonnay (Willamette Valley),Chardonnay,Twill
France,91,40,Loire Valley,Vouvray,Roger Voss,Domaine Vincent Carême 2014 Le Clos  (Vouvray),Chenin Blanc,Domaine Vincent Carême
US,93,90,Oregon,Dundee Hills,Paul Gregutt,Domaine Serene 2012 Côte Sud Vineyard Pinot Noir (Dundee Hills),Pinot Noir,Domaine Serene
US,94,46,California,Russian River Valley,Virginie Boone,Carlisle 2012 Saitone Vineyard Zinfandel (Russian River Valley),Zinfandel,Carlisle
Germany,87,43,Pfalz,NA,Anna Lee C. Iijima,Gaul 2012 Sausenheimer Höllenpfad Trocken St. Laurent (Pfalz),St. Laurent,Gaul
Canada,90,30,British Columbia,Okanagan Valley,Paul Gregutt,Tinhorn Creek 2011 Oldfield Series Merlot (Okanagan Valley),Merlot,Tinhorn Creek
Chile,83,15,Loncomilla Valley,NA,Michael Schachner,Monkey Tree 2015 Red (Loncomilla Valley),Red Blend,Monkey Tree
Italy,93,61,Piedmont,Barolo,NA,Bric Cenciurio 2007 Coste di Rose  (Barolo),Nebbiolo,Bric Cenciurio
France,86,19,Bordeaux,Médoc,Roger Voss,Château Lacombe Noaillac 2013  Médoc,Bordeaux-style Red Blend,Château Lacombe Noaillac
Italy,86,20,Central Italy,Lambrusco di Sorbara,NA,Donelli NV Scaglietti  (Lambrusco di Sorbara),Lambrusco,Donelli
US,87,30,California,Paso Robles,Matt Kettmann,J. Lohr 2012 Gesture Mourvèdre (Paso Robles),Mourvèdre,J. Lohr
Chile,82,16,Casablanca Valley,NA,Michael Schachner,Emiliana 2010 Novas Gran Reserva Pinot Noir (Casablanca Valley),Pinot Noir,Emiliana
US,90,40,California,Santa Lucia Highlands,NA,Windstream 2009 Sarmento Vineyard Pinot Noir (Santa Lucia Highlands),Pinot Noir,Windstream
US,85,12,California,Monterey,NA,Hahn 2010 Nicky Hahn Pinot Noir (Monterey),Pinot Noir,Hahn
US,91,24,California,Knights Valley,Virginie Boone,Lawer 2016 Estate Vineyard Rosé of Syrah (Knights Valley),Syrah,Lawer
Portugal,87,11,Alentejano,NA,Roger Voss,Ribafreixo 2016 Gáudio Verdelho (Alentejano),Verdelho,Ribafreixo
US,84,9,Washington,Columbia Valley (WA),Paul Gregutt,Covey Run 2008 Quail Series Chardonnay (Columbia Valley (WA)),Chardonnay,Covey Run
US,94,60,Oregon,Willamette Valley,Paul Gregutt,Roco 2014 Knudsen Vineyards Chardonnay (Willamette Valley),Chardonnay,Roco
Italy,84,20,Central Italy,Colli Piacentini,NA,Luretta 2009 On attend les Invites Pinot Nero (Colli Piacentini),Pinot Nero,Luretta
Australia,89,22,South Australia,McLaren Vale,Joe Czerwinski,Shingleback 2006 Cabernet Sauvignon (McLaren Vale),Cabernet Sauvignon,Shingleback
France,89,43,Bordeaux,Pomerol,Roger Voss,Château Beauregard 2006 Le Benjamin de Beauregard  (Pomerol),Bordeaux-style Red Blend,Château Beauregard
Spain,86,10,Northern Spain,Rioja,Michael Schachner,Faustino Rivero Ulecia 2009 Yellow Label Crianza  (Rioja),Tempranillo,Faustino Rivero Ulecia
Spain,83,12,Central Spain,Uclés,Michael Schachner,Finca La Estacada 2011 Laman Tempranillo (Uclés),Tempranillo,Finca La Estacada
US,92,24,California,Carneros,NA,Clos Pegase 2008 Mitsuko's Vineyard Chardonnay (Carneros),Chardonnay,Clos Pegase
France,89,65,Burgundy,Puligny-Montrachet,Roger Voss,Chanson Père et Fils 2007  Puligny-Montrachet,Chardonnay,Chanson Père et Fils
France,91,30,Burgundy,Pouilly-Fuissé,Roger Voss,Jean-Paul Paquet 2013 Domaine de Fussiacus  (Pouilly-Fuissé),Chardonnay,Jean-Paul Paquet
US,88,40,California,Napa Valley,NA,Buoncristiani 2006 O.P.C. Red (Napa Valley),Red Blend,Buoncristiani
US,91,38,California,Dry Creek Valley,Virginie Boone,Dry Creek Vineyard 2012 DCV2 Estate Four Clones Vineyard Zinfandel (Dry Creek Valley),Zinfandel,Dry Creek Vineyard
Italy,90,20,Sicily & Sardinia,Salina,Kerin O’Keefe,Hauner 2012 Hierà Red (Salina),Red Blend,Hauner
Italy,89,22,Southern Italy,Fiano di Avellino,Kerin O’Keefe,Villa Matilde 2013 Tenute di Altavilla  (Fiano di Avellino),Fiano,Villa Matilde
France,95,NA,Bordeaux,Margaux,Roger Voss,Château Palmer 2008  Margaux,Bordeaux-style Red Blend,Château Palmer
France,88,30,Bordeaux,Lalande de Pomerol,Roger Voss,Château de Chambrun 2011  Lalande de Pomerol,Bordeaux-style Red Blend,Château de Chambrun
US,88,42,California,Napa Valley,NA,Grgich Hills 2010 Estate Grown Chardonnay (Napa Valley),Chardonnay,Grgich Hills
Germany,89,25,Baden,NA,Anna Lee C. Iijima,Franz Keller 2012 Schwarzer Adler Pinot Gris (Baden),Pinot Gris,Franz Keller
Italy,87,36,Italy Other,Vino Spumante,Kerin O’Keefe,Costaripa NV Rosé Sparkling (Vino Spumante),Sparkling Blend,Costaripa
France,90,75,France Other,Vin de Liqueur,Roger Voss,Vignobles Brumont 2010 Montus Vintage Tannat (Vin de Liqueur),Tannat,Vignobles Brumont
US,86,8,California,California,NA,Woodbridge by Robert Mondavi 2007 Pinot Grigio (California),Pinot Grigio,Woodbridge by Robert Mondavi
US,84,27,California,High Valley,NA,Two Angels 2006 Divinity Red (High Valley),Rhône-style Red Blend,Two Angels
US,85,14,Virginia,Virginia,NA,Rosemont 2011 Traminette (Virginia),Traminette,Rosemont
Italy,90,49,Northeastern Italy,Venezia Giulia,Joe Czerwinski,Jermann 2001 Vintage Tunina White (Venezia Giulia),White Blend,Jermann
France,92,30,Alsace,Alsace,Anne Krebiehl MW,Domaine Rieflé-Landmann 2015 Steinert Grand Cru Riesling (Alsace),Riesling,Domaine Rieflé-Landmann
France,92,80,Champagne,Champagne,Roger Voss,Chanoine NV Tsarine Brut  (Champagne),Champagne Blend,Chanoine
US,94,90,California,Santa Barbara County,Matt Kettmann,Palmina 2008 Rocca Nebbiolo (Santa Barbara County),Nebbiolo,Palmina
US,87,50,California,Sonoma Valley,Virginie Boone,Kunde 2013 Reserve Century Vines Zinfandel (Sonoma Valley),Zinfandel,Kunde
Portugal,91,24,Douro,NA,Roger Voss,Quinta do Vale Meão 2008 Meandro do Vale Meão Red (Douro),Portuguese Red,Quinta do Vale Meão
US,86,25,California,Sonoma Valley,NA,Sebastiani 1999 Domenici Vineyards Zinfandel (Sonoma Valley),Zinfandel,Sebastiani
US,92,50,Oregon,Willamette Valley,Sean P. Sullivan,Ross Andrew 2011 Reserve Lachini Vineyard Pinot Noir (Willamette Valley),Pinot Noir,Ross Andrew
US,88,15,Washington,Wahluke Slope,Sean P. Sullivan,Seven Falls 2011 Chardonnay (Wahluke Slope),Chardonnay,Seven Falls
US,90,42,Washington,Red Mountain,Paul Gregutt,Doyenne 2011 Signature Syrah (Red Mountain),Syrah,Doyenne
Spain,82,12,Catalonia,Montsant,Michael Schachner,Cellers Baronia del Montsant 2014 Flor d'Englora Garnacha (Montsant),Garnacha,Cellers Baronia del Montsant
US,87,80,California,Rutherford,NA,St. Clement 2004 Star Vineyard Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,St. Clement
US,89,34,California,Paso Robles,Matt Kettmann,Sculpterra 2014 Estate Cabernet Sauvignon (Paso Robles),Cabernet Sauvignon,Sculpterra
US,83,11,Washington,Columbia Valley (WA),Sean P. Sullivan,The Great Oregon Wine Company 2015 Rascal Pinot Gris (Columbia Valley (WA)),Pinot Gris,The Great Oregon Wine Company
New Zealand,91,35,Hawke's Bay,NA,Joe Czerwinski,Trinity Hill 2011 Gimblett Gravels Syrah (Hawke's Bay),Syrah,Trinity Hill
France,88,NA,Bordeaux,Haut-Médoc,Roger Voss,Château Lestage Simon 2008  Haut-Médoc,Bordeaux-style Red Blend,Château Lestage Simon
France,88,NA,France Other,Corse,Roger Voss,Clos Poggiale 2016 Rosé (Corse),Rosé,Clos Poggiale
US,81,11,California,California,NA,McManis 2007 Viognier (California),Viognier,McManis
Australia,84,10,South Australia,South Australia,NA,Yalumba 2000 Y Series Viognier (South Australia),Viognier,Yalumba
US,90,24,California,Carneros,Virginie Boone,Owl Ridge 2012 Pinot Noir (Carneros),Pinot Noir,Owl Ridge
Portugal,87,NA,Península de Setúbal,NA,Roger Voss,Cooperativa Agricola de Santo Isidro de Pegoes 2015 Adega de Pegões Colheita Seleccionada White (Península de Setúbal),Portuguese White,Cooperativa Agricola de Santo Isidro de Pegoes
France,92,25,Bordeaux,Haut-Médoc,Roger Voss,Château Beaumont 2014  Haut-Médoc,Bordeaux-style Red Blend,Château Beaumont
Italy,88,104,Tuscany,Brunello di Montalcino,Kerin O’Keefe,Poggio Antico 2010 Altero  (Brunello di Montalcino),Sangiovese,Poggio Antico
France,90,25,Southwest France,Madiran,Roger Voss,Château d'Aydie 2008 Ode d'Aydie Tannat (Madiran),Tannat,Château d'Aydie
Italy,90,45,Piedmont,Barbaresco,NA,Rivetti Massimo 2005 Froi  (Barbaresco),Nebbiolo,Rivetti Massimo
US,84,35,Arizona,Cochise County,NA,Page Springs 2010 Arizona Stronghold Vineyard Chardonnay (Cochise County),Chardonnay,Page Springs
Portugal,96,NA,Port,NA,Roger Voss,Dow's 2011 Vintage  (Port),Port,Dow's
Italy,85,9,Northeastern Italy,Friuli Grave,Kerin O’Keefe,Il Cavaliere 2013 Pinot Grigio (Friuli Grave),Pinot Grigio,Il Cavaliere
US,85,15,California,Potter Valley,Jim Gordon,McFadden 2014 Blue Quail Pinot Gris (Potter Valley),Pinot Gris,McFadden
Spain,81,15,Galicia,Rías Baixas,Michael Schachner,Corazón Verde 2012 Albariño (Rías Baixas),Albariño,Corazón Verde
Italy,87,16,Tuscany,Vino Nobile di Montepulciano,Kerin O’Keefe,Corte alla Flora 2011  Vino Nobile di Montepulciano,Red Blend,Corte alla Flora
Italy,93,55,Piedmont,Barbaresco,Kerin O’Keefe,Albino Rocca 2012 Ovello Vigna Loreto  (Barbaresco),Nebbiolo,Albino Rocca
Italy,88,14,Central Italy,Verdicchio dei Castelli di Jesi Classico Superiore,Kerin O’Keefe,Tenuta di Tavignano 2012 Villa Torre  (Verdicchio dei Castelli di Jesi Classico Superiore),Verdicchio,Tenuta di Tavignano
US,88,16,New York,Finger Lakes,Anna Lee C. Iijima,Rooster Hill 2013 Dry Riesling (Finger Lakes),Riesling,Rooster Hill
Hungary,92,118,Tokaji,NA,Jeff Jenssen,Royal Tokaji 2007 Szt. Tamás Aszú 6 Puttonyos  (Tokaji),Tokaji,Royal Tokaji
US,85,16,New York,Finger Lakes,Susan Kostrzewa,Sheldrake Point 2007 Dry Riesling (Finger Lakes),Riesling,Sheldrake Point
France,94,NA,Bordeaux,Pessac-Léognan,Roger Voss,Château Pape Clément 2010  Pessac-Léognan,Bordeaux-style White Blend,Château Pape Clément
Portugal,91,13,Lisboa,NA,Roger Voss,DFJ Vinhos 2012 Aluado Alicante Bouschet (Lisboa),Alicante Bouschet,DFJ Vinhos
Italy,88,30,Piedmont,Barbaresco,Kerin O’Keefe,Pasquale Pelissero 2012 Cascina Crosa  (Barbaresco),Nebbiolo,Pasquale Pelissero
France,93,203,Burgundy,Clos de Vougeot,Roger Voss,Domaine Jacques Prieur 2008 Clos Vougeot  (Clos de Vougeot),Pinot Noir,Domaine Jacques Prieur
US,84,25,Virginia,Virginia,Carrie Dykes,Horton 2015 Petit Manseng (Virginia),Petit Manseng,Horton
Germany,90,42,Pfalz,NA,Anna Lee C. Iijima,A. Christmann 2010 Gimmeldinger Biengarten Trocken Riesling (Pfalz),Riesling,A. Christmann
US,88,21,Washington,Columbia Valley (WA),Paul Gregutt,Three Rivers 2011 Merlot (Columbia Valley (WA)),Merlot,Three Rivers
US,85,16,California,Russian River Valley,NA,Korbel 2005 Natural Sparkling (Russian River Valley),Sparkling Blend,Korbel
US,82,35,California,South Coast,Virginie Boone,Orfila 2011 Full Fathom Five Red,Red Blend,Orfila
France,87,16,Languedoc-Roussillon,Sable de Camargue,Lauren Buzzeo,Vignobles Jeanjean 2014 Domaine Le Pive Gris Rosé (Sable de Camargue),Rosé,Vignobles Jeanjean
US,84,39,California,Paso Robles,NA,Vina Robles 2008 Signature Estate Cuvée Petit Verdot (Paso Robles),Petit Verdot,Vina Robles
France,90,NA,Burgundy,Saint-Véran,Roger Voss,Domaine de la Chapelle 2008 Madame Noly  (Saint-Véran),Chardonnay,Domaine de la Chapelle
France,93,128,Champagne,Champagne,Roger Voss,Pol Roger 1999 Extra Cuvée de Réserve Blanc de Blancs Brut Chardonnay (Champagne),Chardonnay,Pol Roger
US,85,50,California,Chalone,NA,Testarossa 2001 Michaud Vineyard Pinot Noir (Chalone),Pinot Noir,Testarossa
US,86,34,California,Napa Valley,NA,Summers 2006 Villa Andriana Vineyard Zinfandel (Napa Valley),Zinfandel,Summers
Portugal,88,15,Tejo,NA,Roger Voss,Quinta da Lagoalva de Cima 2015 Lagoalva Rosé (Tejo),Rosé,Quinta da Lagoalva de Cima
US,95,40,California,Edna Valley,NA,Center of Effort 2008 Pinot Noir (Edna Valley),Pinot Noir,Center of Effort
US,90,40,California,Paso Robles,Matt Kettmann,Eberle 2012 Eberle Estate Vineyard Cabernet Sauvignon (Paso Robles),Cabernet Sauvignon,Eberle
US,91,51,California,Sonoma Coast,Virginie Boone,Papapietro Perry 2012 Pinot Noir (Sonoma Coast),Pinot Noir,Papapietro Perry
US,85,26,California,Santa Barbara County,NA,Comartin 2006 Grenache (Santa Barbara County),Grenache,Comartin
France,84,12,Beaujolais,Beaujolais,Roger Voss,Loron et Fils 2014 Beau!  (Beaujolais),Gamay,Loron et Fils
US,84,20,California,Napa Valley,NA,Magistrate 2008 Limited Production Chardonnay (Napa Valley),Chardonnay,Magistrate
US,93,65,California,Sta. Rita Hills,Matt Kettmann,Blackjack 2010 Burning Creek Vineyard Special Selection Pinot Noir (Sta. Rita Hills),Pinot Noir,Blackjack
Italy,90,32,Sicily & Sardinia,Sicilia,NA,Cusumano 2007 Sàgana Nero d'Avola (Sicilia),Nero d'Avola,Cusumano
Portugal,91,20,Alentejano,NA,Roger Voss,Encostas de Estremoz 2014 Quinta da Esperança Reserva Red (Alentejano),Portuguese Red,Encostas de Estremoz
Australia,88,14,New South Wales,Hunter Valley,NA,Tyrrell's 2002 Old Winery Chardonnay (Hunter Valley),Chardonnay,Tyrrell's
France,84,20,Bordeaux,Saint-Émilion,Joe Czerwinski,Château Lapelletrie 1997  Saint-Émilion,Bordeaux-style Red Blend,Château Lapelletrie
US,90,65,California,Calistoga,Virginie Boone,Grgich Hills 2011 Miljenko's Selection Petite Sirah (Calistoga),Petite Sirah,Grgich Hills
Spain,92,100,Northern Spain,Rioja,Michael Schachner,Artadi 2010 Pagos Viejos  (Rioja),Tempranillo Blend,Artadi
Italy,87,24,Sicily & Sardinia,Etna,Kerin O’Keefe,Benanti 2014 Bianco  (Etna),Carricante,Benanti
US,86,27,California,Paso Robles,NA,Ben Hogan 2008 Syrah (Paso Robles),Syrah,Ben Hogan
Italy,91,16,Northeastern Italy,Alto Adige,Joe Czerwinski,Cantina Terlano 2002 Pinot Bianco (Alto Adige),Pinot Bianco,Cantina Terlano
Australia,89,25,South Australia,Clare Valley-Eden Valley,Joe Czerwinski,Wakefield 2012 Jaraman Riesling (Clare Valley-Eden Valley),Riesling,Wakefield
US,87,24,California,Paso Robles,Matt Kettmann,Derby 2013 Derby Vineyard Albariño (Paso Robles),Albariño,Derby
Italy,97,75,Piedmont,Barolo,Kerin O’Keefe,Grimaldi Bruna 2013 Badarina  (Barolo),Nebbiolo,Grimaldi Bruna
France,93,44,Southwest France,Cahors,Roger Voss,Château Ponzac 2014 Eternellement Malbec (Cahors),Malbec,Château Ponzac
US,90,25,California,Sonoma Coast,Virginie Boone,Crossbarn by Paul Hobbs 2013 Chardonnay (Sonoma Coast),Chardonnay,Crossbarn by Paul Hobbs
US,92,50,California,Santa Cruz Mountains,Matt Kettmann,Ridge 2011 Monte Bello Estate Cabernet Sauvignon (Santa Cruz Mountains),Cabernet Sauvignon,Ridge
Italy,91,130,Tuscany,Brunello di Montalcino,Kerin O’Keefe,Podere Le Ripi 2011 Lupi e Sirene Riserva  (Brunello di Montalcino),Sangiovese,Podere Le Ripi
US,83,20,America,NA,Sean P. Sullivan,Original House Wine NV Pinot Grigio (America),Pinot Grigio,Original House Wine
US,84,28,California,Los Carneros,Virginie Boone,Manzanita Creek 2014 Fantozzi Vineyard Chardonnay (Los Carneros),Chardonnay,Manzanita Creek
Italy,95,90,Piedmont,Carema,Kerin O’Keefe,Ferrando 2010 Black Label  (Carema),Nebbiolo,Ferrando
Spain,84,12,Levante,Jumilla,Michael Schachner,Casa Castillo 2014 Monastrell (Jumilla),Monastrell,Casa Castillo
Austria,89,19,Kremstal,NA,Anne Krebiehl MW,Türk 2013 Kremser Weinzierlberg Riesling (Kremstal),Riesling,Türk
South Africa,86,9,Western Cape,NA,Susan Kostrzewa,Thorntree 2007 Chardonnay (Western Cape),Chardonnay,Thorntree
New Zealand,87,17,Marlborough,NA,Joe Czerwinski,Mud House 2013 Pinot Gris (Marlborough),Pinot Gris,Mud House
US,83,11,California,California,NA,Greystone 2010 Merlot (California),Merlot,Greystone
Italy,95,252,Piedmont,Barolo,NA,Ceretto 2005 Bricco Rocche Bricco Rocche  (Barolo),Nebbiolo,Ceretto
Chile,87,80,Cachapoal Valley,NA,Michael Schachner,Altaïr 2008 Red (Cachapoal Valley),Cabernet Blend,Altaïr
US,94,35,Washington,Snipes Mountain,Paul Gregutt,Maison Bleue 2010 La Montagnette Upland Vineyard Grenache (Snipes Mountain),Grenache,Maison Bleue
US,86,19,New York,Finger Lakes,Susan Kostrzewa,Ravines 2007 Chardonnay (Finger Lakes),Chardonnay,Ravines
Argentina,89,22,Other,Patagonia,Michael Schachner,Bodega NQN 2009 Malma Universo Malbec (Patagonia),Malbec,Bodega NQN
Italy,85,15,Veneto,Prosecco di Conegliano e Valdobbiadene,NA,Le Vigne di Alice 2008 Millesimato Extra Dry  (Prosecco di Conegliano e Valdobbiadene),Prosecco,Le Vigne di Alice
Italy,86,16,Northeastern Italy,Friuli Aquileia,Joe Czerwinski,Merk 2001 Pinot Bianco (Friuli Aquileia),Pinot Bianco,Merk
US,87,38,California,Santa Cruz Mountains,Matt Kettmann,Left Bend 2014 Sierra Morena Camel Hill Vineyards Red (Santa Cruz Mountains),Bordeaux-style Red Blend,Left Bend
France,90,39,Champagne,Champagne,Roger Voss,Devaux NV Grand Réserve Brut  (Champagne),Champagne Blend,Devaux
Canada,86,30,British Columbia,Okanagan Valley,Paul Gregutt,Tinhorn Creek 2010 Oldfield Series Pinot Noir (Okanagan Valley),Pinot Noir,Tinhorn Creek
Chile,84,12,Casablanca Valley,NA,Michael Schachner,Vistamar 2014 Reserva Sepia Sauvignon Blanc (Casablanca Valley),Sauvignon Blanc,Vistamar
New Zealand,90,35,Martinborough,NA,Joe Czerwinski,Palliser Estate 2015 Pinot Noir (Martinborough),Pinot Noir,Palliser Estate
US,94,32,Oregon,Dundee Hills,Paul Gregutt,Trisaetum 2016 Wichmann Dundee Estate Riesling (Dundee Hills),Riesling,Trisaetum
US,87,55,Oregon,Willamette Valley,Paul Gregutt,Cubanisimo Vineyards 2012 Reserve Pinot Noir (Willamette Valley),Pinot Noir,Cubanisimo Vineyards
US,88,26,California,Napa Valley,NA,Venge 2010 Spettro White (Napa Valley),White Blend,Venge
US,93,60,California,Santa Maria Valley,NA,Clendenen Family 2007 Le Bon Climat Pinot Noir (Santa Maria Valley),Pinot Noir,Clendenen Family
Australia,88,16,South Australia,Barossa Valley,Joe Czerwinski,Earthworks 2013 Cabernet Sauvignon (Barossa Valley),Cabernet Sauvignon,Earthworks
US,91,16,New York,Finger Lakes,Anna Lee C. Iijima,Red Tail Ridge 2012 Barrel Fermented Limited Release Chardonnay (Finger Lakes),Chardonnay,Red Tail Ridge
US,89,18,California,Lodi,Virginie Boone,Borra 2012 Artist Series White (Lodi),White Blend,Borra
US,90,38,California,Paso Robles,NA,Cinnabar 2010 Syrah (Paso Robles),Syrah,Cinnabar
US,91,35,California,Russian River Valley,Virginie Boone,Rodney Strong 2014 Reserve Chardonnay (Russian River Valley),Chardonnay,Rodney Strong
US,86,17,California,Central Coast,NA,Calera 2012 Viognier (Central Coast),Viognier,Calera
France,94,80,Champagne,Champagne,Roger Voss,Lombard et Cie NV Brut Nature Le Mesnil sur Oger Blanc de Blancs Grand Cru Chardonnay (Champagne),Chardonnay,Lombard et Cie
France,90,50,Champagne,Champagne,Roger Voss,Chanoine NV Tsarine Demi-Sec  (Champagne),Champagne Blend,Chanoine
France,89,20,Alsace,Alsace,Anne Krebiehl MW,Arthur Metz 2014 Brut Rosé Millesimé Pinot Noir (Alsace),Pinot Noir,Arthur Metz
US,94,45,Washington,Columbia Valley (WA),Paul Gregutt,Abeja 2011 Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Abeja
France,94,260,Champagne,Champagne,Roger Voss,Billecart-Salmon 2006 Cuvée Elisabeth Salmon Brut Rosé  (Champagne),Champagne Blend,Billecart-Salmon
Italy,84,NA,Veneto,Valpolicella,NA,Pietro Zardini 2008  Valpolicella,"Corvina, Rondinella, Molinara",Pietro Zardini
New Zealand,88,45,Hawke's Bay,NA,Joe Czerwinski,Dry River 2006 Te Awa Merlot (Hawke's Bay),Merlot,Dry River
US,92,40,California,Central Coast,Matt Kettmann,Palmina 2013 Walker Vineyard Barbera,Barbera,Palmina
US,87,30,California,Russian River Valley,Virginie Boone,Uptick Vineyards 2014 Estate Chardonnay (Russian River Valley),Chardonnay,Uptick Vineyards
US,89,15,California,Monterey County,Matt Kettmann,Cameron Hughes 2013 Chardonnay (Monterey County),Chardonnay,Cameron Hughes
France,88,25,Burgundy,Crémant de Bourgogne,Roger Voss,Bailly-Lapierre NV Rosé Brut  (Crémant de Bourgogne),Sparkling Blend,Bailly-Lapierre
